PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000002E8 [00E83833] X16=00000000 X16=00000007 X14=00000006 sltu    a6,a6,a4
PC=000002EC [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=000002F0 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=000002F4 [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=000002F8 [00060713] X14=00000007 X12=00000007 X00=00000000 addi    a4,a2,0
PC=000002FC [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000300 [00003697] X13=00003300 X00=00000000 X00=00000000 auipc   a3,12288
PC=00000304 [E0068693] X13=00003100 X13=00003300 X00=00000000 addi    a3,a3,-512
PC=00000308 [00E6A023] X00=00000000 X13=00003100 X14=00000007 sw      a4,0(a3)
PC=0000030C [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=00000310 [FEC42783] X15=00000000 X08=004FFFB0 X12=00000007 lw      a5,-20(s0/fp)
PC=00000314 [00178793] X15=00000001 X15=00000000 X01=000002C8 addi    a5,a5,1
PC=00000318 [FEF42623] X12=00000007 X08=004FFFB0 X15=00000001 sw      a5,-20(s0/fp)
PC=0000031C [FDF40783] X15=000000FF X08=004FFFB0 X31=00000000 lb      a5,-33(s0/fp)
PC=00000320 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=00000324 [02C12083] X01=00000234 X02=004FFF80 X12=00000007 lw      ra,44(sp)
PC=00000328 [02812403] X08=004FFFE0 X02=004FFF80 X08=004FFFB0 lw      s0/fp,40(sp)
PC=0000032C [03010113] X02=004FFFB0 X02=004FFF80 X16=00000000 addi    sp,sp,48
PC=00000330 [00008067] X00=00000000 X01=00000234 X00=00000000 jalr    zero,ra,0
PC=00000234 [00003797] X15=00003234 X00=00000000 X00=00000000 auipc   a5,12288
PC=00000238 [ECC78793] X15=00003100 X15=00003234 X12=00000007 addi    a5,a5,-308
PC=0000023C [0007A703] X14=00000007 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=00000240 [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=00000244 [00100513] X10=00000001 X00=00000000 X01=00000234 addi    a0,zero,1
PC=00000248 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=0000024C [00A70633] X12=00000008 X14=00000007 X10=00000001 add     a2,a4,a0
PC=00000250 [00060813] X16=00000008 X12=00000008 X00=00000000 addi    a6,a2,0
PC=00000254 [00E83833] X16=00000000 X16=00000008 X14=00000007 sltu    a6,a6,a4
PC=00000258 [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=0000025C [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=00000260 [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=00000264 [00060713] X14=00000008 X12=00000008 X00=00000000 addi    a4,a2,0
PC=00000268 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=0000026C [00003697] X13=0000326C X00=00000000 X00=00000000 auipc   a3,12288
PC=00000270 [E9468693] X13=00003100 X13=0000326C X20=00000000 addi    a3,a3,-364
PC=00000274 [00E6A023] X00=00000000 X13=00003100 X14=00000008 sw      a4,0(a3)
PC=00000278 [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=0000027C [FEC42783] X15=FFFFFFFE X08=004FFFE0 X12=00000008 lw      a5,-20(s0/fp)
PC=00000280 [00178793] X15=FFFFFFFF X15=FFFFFFFE X01=00000234 addi    a5,a5,1
PC=00000284 [FEF42623] X12=00000008 X08=004FFFE0 X15=FFFFFFFF sw      a5,-20(s0/fp)
PC=00000288 [FDF40783] X15=000000FF X08=004FFFE0 X31=00000000 lb      a5,-33(s0/fp)
PC=0000028C [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=00000290 [02C12083] X01=000001E4 X02=004FFFB0 X12=00000008 lw      ra,44(sp)
PC=00000294 [02812403] X08=00500000 X02=004FFFB0 X08=004FFFE0 lw      s0/fp,40(sp)
PC=00000298 [03010113] X02=004FFFE0 X02=004FFFB0 X16=00000000 addi    sp,sp,48
PC=0000029C [00008067] X00=00000000 X01=000001E4 X00=00000000 jalr    zero,ra,0
PC=000001E4 [00050793] X15=000000FF X10=000000FF X00=00000000 addi    a5,a0,0
PC=000001E8 [FEF407A3] X15=000000FF X08=00500000 X15=000000FF sb      a5,-17(s0/fp)
PC=000001EC [FE0407A3] X15=000000FF X08=00500000 X00=00000000 sb      zero,-17(s0/fp)
PC=000001F0 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=000001F4 [00078513] X10=00000000 X15=00000000 X00=00000000 addi    a0,a5,0
PC=000001F8 [01C12083] X01=000001C0 X02=004FFFE0 X28=00000000 lw      ra,28(sp)
PC=000001FC [01812403] X08=00000000 X02=004FFFE0 X24=00000000 lw      s0/fp,24(sp)
PC=00000200 [02010113] X02=00500000 X02=004FFFE0 X00=00000000 addi    sp,sp,32
PC=00000204 [00008067] X00=00000000 X01=000001C0 X00=00000000 jalr    zero,ra,0
PC=000001C0 [200002B7] X05=20000000 X00=00000000 X00=00000000 lui     t0,536870912
PC=000001C4 [00100073] X00=00000000 X00=00000000 X01=000001C0 ebreak  
